workerid,proliferate.condition,belief_response,certainty_question,certainty_response,content,object,prior,prior_fact,response,rt,slide_number_in_experiment,trigger,trigger_class,utterance,error
52,condition1,1,How certain is Daniel that Tony didn't have a drink last night?,1,tony,,0.252720588235294,Tony really likes to party with his friends,,18677,18,inform_neg,Critical,,
52,condition1,0,How certain is Emily that this pizza doesn't have mushrooms on it?,0,pizza,,0,Pizza is sold at the pizzeria,,15797,19,MC,Control,,
52,condition1,0.49,How certain is Carolyn that Jack wasn't playing outside with the kids?,0,kids,,0,Many children like ice cream,,14712,20,MC,Control,,
52,condition1,0.51,How certain is Justin that Owen shoveled snow last winter?,0,owen,,0.74648275862069,Owen lives in Chicago,,12966,21,simple_polar,Critical,,
61,condition1,,,,,Susan,,,Susan,0,1,,,bot_check,
61,condition1,0.97,How certain is George that Danny ate the last cupcake?,0.99,danny,,0.697062937062937,Danny loves cake,,39487,4,know_pos,Critical,,
61,condition1,0.22,How certain is Brian that these muffins don't have blueberries in them?,0.05,muffins,,0,Muffins are sold at the bakery,,21957,5,MC,Control,,
61,condition1,0.47,How certain is Rachel that this pizza doesn't have mushrooms on it?,0.05,pizza,,0,Pizza is sold at the pizzeria,,24989,6,MC,Control,,
61,condition1,0.95,How certain is Ronald that Grace didn't visit her sister?,0.98,grace,,0.209855072463768,Grace loves her sister,,73957,7,know_neg,Critical,,
61,condition1,0.96,How certain is Donald that Owen shoveled snow last winter?,0.81,owen,,0.74648275862069,Owen lives in Chicago,,28494,8,inform_pos,Critical,,
61,condition1,0.49,How certain is Jacob that Jack wasn't playing outside with the kids?,0.51,kids,,0,Many children like ice cream,,39293,9,MC,Control,,
61,condition1,0.61,How certain is Virginia that Charley speaks Spanish?,0.29,charley,,0.804632352941177,Charley lives in Mexico,,28225,10,say_pos,Critical,,
61,condition1,0.32,How certain is Laura that Tony had a drink last night?,0.99,tony,,0.252720588235294,Tony really likes to party with his friends,,73702,11,think_neg,Critical,,
61,condition1,0.74,How certain is Ryan that Josie went on vacation to France?,0.93,josie,,0.73343949044586,Josie loves France,,27500,12,think_pos,Critical,,
61,condition1,0.45,How certain is Matthew that Samantha doesn't have a new hat?,0.46,hat,,0,Hats are worn on the head,,74844,13,MC,Control,,
61,condition1,0.57,How certain is Jeffrey that Zoe didn't calculate the tip?,0.54,zoe,,0.25402877697841697,Zoe is a math major,,117610,14,say_neg,Critical,,
61,condition1,0.23,How certain is Kathleen that Carl's kids weren't in the garage?,0.19,garage,,0,Garages are used to store cars and other things,,86589,15,MC,Control,,
61,condition1,0.34,How certain is Tyler that Frank got a cat?,0.17,frank,,0.32027972027971996,Frank has always wanted a pet,,32579,16,confirm_neg,Critical,,
61,condition1,0.48,How certain is Scott that Jayden didn't rent a car?,0.52,jayden,,0.687794117647059,Jayden's car is in the shop,,9067,17,confirm_pos,Critical,,
61,condition1,0.48,How certain is Julie that Mary isn't pregnant?,0.29,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,14243,18,simple_polar,Critical,,
61,condition1,0.25,How certain is Ruth that Ann doesn't dance ballet?,0.32,ballet,,0,Ballet is a type of dance,,23751,19,MC,Control,,
61,condition1,0.54,How certain is Melissa that Jon walks to work?,0.65,jon,,0.7559375,Jon lives 2 blocks away from work,,28483,20,simple_polar,Critical,,
61,condition1,0.42,How certain is Shirley that Jackson ran 10 miles?,0.52,jackson,,0.225034965034965,Jackson is training for a marathon,,38417,21,inform_neg,Critical,,
29,condition1,,,,,Elizabeth,,,Elizabeth,0,1,,,bot_check,
29,condition1,0.98,How certain is Gregory that Josie went on vacation to France?,0.89,josie,,0.73343949044586,Josie loves France,,31586,4,inform_pos,Critical,,
29,condition1,0.56,How certain is Eric that Jon walks to work?,0.22,jon,,0.7559375,Jon lives 2 blocks away from work,,23625,5,say_pos,Critical,,
29,condition1,0.46,How certain is Kevin that Ann doesn't dance ballet?,0.14,ballet,,0,Ballet is a type of dance,,17873,6,MC,Control,,
29,condition1,0.53,How certain is Kenneth that Jack was playing outside with the kids?,0.03,kids,,0,Many children like ice cream,,20768,7,MC,Control,,
29,condition1,0.92,How certain is Edward that Owen didn't shovel snow last winter?,0.84,owen,,0.25351724137931,Owen lives in Chicago,,14512,8,inform_neg,Critical,,
29,condition1,0.1,How certain is Alexander that Danny ate the last cupcake?,0.72,danny,,0.302937062937063,Danny loves cake,,20718,9,think_neg,Critical,,
29,condition1,0.5,How certain is Christopher that Frank didn't get a cat?,0.14,frank,,0.67972027972028,Frank has always wanted a pet,,8611,10,simple_polar,Critical,,
29,condition1,0.69,How certain is Jennifer that Jayden rented a car?,0.41,jayden,,0.687794117647059,Jayden's car is in the shop,,10970,11,simple_polar,Critical,,
29,condition1,0.55,How certain is Nicole that Tony had a drink last night?,0.55,tony,,0.747279411764706,Tony really likes to party with his friends,,14179,12,think_pos,Critical,,
29,condition1,0.67,How certain is Brenda that Samantha has a new hat?,0.64,hat,,0,Hats are worn on the head,,9814,13,MC,Control,,
29,condition1,0.88,How certain is Paul that Mary isn't pregnant?,0.78,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,23073,14,know_neg,Critical,,
29,condition1,0.87,How certain is Nicholas that Zoe calculated the tip?,0.82,zoe,,0.745971223021583,Zoe is a math major,,13277,15,know_pos,Critical,,
29,condition1,0.82,How certain is Patrick that Jackson ran 10 miles?,0.82,jackson,,0.774965034965035,Jackson is training for a marathon,,17522,16,confirm_pos,Critical,,
29,condition1,0.81,How certain is Sharon that Charley doesn't speak Spanish?,0.83,charley,,0.19536764705882304,Charley lives in Mexico,,10082,17,say_neg,Critical,,
29,condition1,0.48,How certain is George that this pizza doesn't have mushrooms on it?,0.26,pizza,,0,Pizza is sold at the pizzeria,,10969,18,MC,Control,,
29,condition1,0.7,How certain is Donna that Grace didn't visit her sister?,0.59,grace,,0.209855072463768,Grace loves her sister,,9161,19,confirm_neg,Critical,,
29,condition1,0.41,How certain is Kimberly that Carl's kids weren't in the garage?,0.12,garage,,0,Garages are used to store cars and other things,,14647,20,MC,Control,,
29,condition1,0.51,How certain is Betty that these muffins have blueberries in them?,0.07,muffins,,0,Muffins are sold at the bakery,,11836,21,MC,Control,,
60,condition1,,,,,Margaret,,,Margaret,0,1,,,bot_check,
60,condition1,0.52,How certain is Scott that Samantha has a new hat?,0.24,hat,,0,Hats are worn on the head,,18164,4,MC,Control,,
60,condition1,0.51,How certain is Jeffrey that Zoe calculated the tip?,0.2,zoe,,0.745971223021583,Zoe is a math major,,13662,5,simple_polar,Critical,,
60,condition1,0.49,How certain is Deborah that Jack wasn't playing outside with the kids?,0.16,kids,,0,Many children like ice cream,,12235,6,MC,Control,,
60,condition1,0.49,How certain is Heather that Carl's kids weren't in the garage?,0.25,garage,,0,Garages are used to store cars and other things,,12347,7,MC,Control,,
60,condition1,0.78,How certain is Emily that Jon doesn't walk to work?,0.76,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,15780,8,inform_neg,Critical,,
60,condition1,0.47,How certain is Kimberly that Jackson didn't run 10 miles?,0.21,jackson,,0.774965034965035,Jackson is training for a marathon,,11651,9,confirm_pos,Critical,,
60,condition1,0.78,How certain is Jacob that Owen shoveled snow last winter?,0.79,owen,,0.74648275862069,Owen lives in Chicago,,12856,10,inform_pos,Critical,,
60,condition1,0.27,How certain is Diane that Charley speaks Spanish?,0.69,charley,,0.19536764705882304,Charley lives in Mexico,,11638,11,think_neg,Critical,,
60,condition1,0.5,How certain is Dennis that Frank got a cat?,0.34,frank,,0.32027972027971996,Frank has always wanted a pet,,11900,12,confirm_neg,Critical,,
60,condition1,0.54,How certain is Paul that Mary is pregnant?,0.63,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,21458,13,say_pos,Critical,,
60,condition1,0.83,How certain is Carol that Danny didn't eat the last cupcake?,0.8,danny,,0.302937062937063,Danny loves cake,,18012,14,know_neg,Critical,,
60,condition1,0.37,How certain is Nicole that Josie didn't go on vacation to France?,0.19,josie,,0.73343949044586,Josie loves France,,12326,15,know_pos,Critical,,
60,condition1,0.48,How certain is Sharon that these muffins don't have blueberries in them?,0.49,muffins,,0,Muffins are sold at the bakery,,13320,16,MC,Control,,
60,condition1,0.49,How certain is Brian that Tony didn't have a drink last night?,0.5,tony,,0.747279411764706,Tony really likes to party with his friends,,17106,17,think_pos,Critical,,
60,condition1,0.45,How certain is Virginia that Ann doesn't dance ballet?,0.43,ballet,,0,Ballet is a type of dance,,14534,18,MC,Control,,
60,condition1,0.5,How certain is Shirley that this pizza doesn't have mushrooms on it?,0.37,pizza,,0,Pizza is sold at the pizzeria,,12924,19,MC,Control,,
60,condition1,0.46,How certain is Lisa that Grace didn't visit her sister?,0.41,grace,,0.790144927536232,Grace loves her sister,,8628,20,simple_polar,Critical,,
60,condition1,0.52,How certain is Ronald that Jayden didn't rent a car?,0.49,jayden,,0.312205882352941,Jayden's car is in the shop,,8050,21,say_neg,Critical,,
66,condition1,,,,,Sarah,,,Sarah,0,1,,,bot_check,
66,condition1,0.25,How certain is Karen that Carl's kids weren't in the garage?,0.3,garage,,0,Garages are used to store cars and other things,,29466,4,MC,Control,,
66,condition1,0,How certain is Amy that Zoe calculated the tip?,0.98,zoe,,0.25402877697841697,Zoe is a math major,,29721,5,think_neg,Critical,,
66,condition1,0.51,How certain is Rachel that this pizza has mushrooms on it?,0,pizza,,0,Pizza is sold at the pizzeria,,15766,6,MC,Control,,
66,condition1,0.99,How certain is Amanda that Danny didn't eat the last cupcake?,0.99,danny,,0.302937062937063,Danny loves cake,,15180,7,inform_neg,Critical,,
66,condition1,0.5,How certain is Laura that Jack wasn't playing outside with the kids?,0.49,kids,,0,Many children like ice cream,,10317,8,MC,Control,,
66,condition1,0.51,How certain is Ronald that Ann dances ballet?,0.49,ballet,,0,Ballet is a type of dance,,6942,9,MC,Control,,
66,condition1,0.5,How certain is Dorothy that these muffins don't have blueberries in them?,0.48,muffins,,0,Muffins are sold at the bakery,,6023,10,MC,Control,,
66,condition1,0.02,How certain is Jonathan that Charley doesn't speak Spanish?,0.98,charley,,0.804632352941177,Charley lives in Mexico,,10929,11,think_pos,Critical,,
66,condition1,0.24,How certain is Scott that Owen didn't shovel snow last winter?,0.77,owen,,0.74648275862069,Owen lives in Chicago,,10838,12,say_pos,Critical,,
66,condition1,0.5,How certain is Christopher that Frank didn't get a cat?,0.43,frank,,0.67972027972028,Frank has always wanted a pet,,7571,13,simple_polar,Critical,,
66,condition1,0.99,How certain is Emily that Tony didn't have a drink last night?,0.99,tony,,0.252720588235294,Tony really likes to party with his friends,,10404,14,know_neg,Critical,,
66,condition1,0,How certain is Angela that Jackson ran 10 miles?,0.99,jackson,,0.225034965034965,Jackson is training for a marathon,,11442,15,say_neg,Critical,,
66,condition1,0.35,How certain is Virginia that Grace didn't visit her sister?,0.59,grace,,0.790144927536232,Grace loves her sister,,14530,16,confirm_pos,Critical,,
66,condition1,0.99,How certain is Gary that Josie went on vacation to France?,0.99,josie,,0.73343949044586,Josie loves France,,9870,17,know_pos,Critical,,
66,condition1,0.71,How certain is Ashley that Mary isn't pregnant?,0.72,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,11417,18,confirm_neg,Critical,,
66,condition1,0.52,How certain is George that Samantha has a new hat?,0.48,hat,,0,Hats are worn on the head,,7966,19,MC,Control,,
66,condition1,0.99,How certain is Julie that Jon walks to work?,1,jon,,0.7559375,Jon lives 2 blocks away from work,,25051,20,inform_pos,Critical,,
66,condition1,0.6,How certain is Tyler that Jayden rented a car?,0.51,jayden,,0.687794117647059,Jayden's car is in the shop,,13929,21,simple_polar,Critical,,
39,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
39,condition1,0.16,How certain is Angela that Owen shoveled snow last winter?,0.85,owen,,0.25351724137931,Owen lives in Chicago,,34941,4,think_neg,Critical,,
39,condition1,0.5,How certain is Jennifer that Jon doesn't walk to work?,0,jon,,0.7559375,Jon lives 2 blocks away from work,,13049,5,simple_polar,Critical,,
39,condition1,0.66,How certain is Gregory that Tony had a drink last night?,0.53,tony,,0.747279411764706,Tony really likes to party with his friends,,13520,6,confirm_pos,Critical,,
39,condition1,0.85,How certain is Michelle that Zoe didn't calculate the tip?,0.79,zoe,,0.25402877697841697,Zoe is a math major,,26190,7,inform_neg,Critical,,
39,condition1,0.14,How certain is Melissa that Frank got a cat?,0.81,frank,,0.32027972027971996,Frank has always wanted a pet,,15972,8,say_neg,Critical,,
39,condition1,0.84,How certain is Ronald that Jackson ran 10 miles?,0.76,jackson,,0.774965034965035,Jackson is training for a marathon,,16768,9,say_pos,Critical,,
39,condition1,0.54,How certain is George that Samantha has a new hat?,0.64,hat,,0,Hats are worn on the head,,13708,10,MC,Control,,
39,condition1,0.7,How certain is Sharon that Grace visited her sister?,0.64,grace,,0.790144927536232,Grace loves her sister,,9402,11,know_pos,Critical,,
39,condition1,0.51,How certain is Jason that Ann dances ballet?,0.31,ballet,,0,Ballet is a type of dance,,7934,12,MC,Control,,
39,condition1,0.27,How certain is Rebecca that Carl's kids weren't in the garage?,0.6,garage,,0,Garages are used to store cars and other things,,11069,13,MC,Control,,
39,condition1,0.69,How certain is Ashley that Charley speaks Spanish?,0.5,charley,,0.804632352941177,Charley lives in Mexico,,11798,14,inform_pos,Critical,,
39,condition1,0.51,How certain is Laura that Jack was playing outside with the kids?,0.42,kids,,0,Many children like ice cream,,8573,15,MC,Control,,
39,condition1,0.33,How certain is Heather that Mary is pregnant?,0.02,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,17830,16,know_neg,Critical,,
39,condition1,0.51,How certain is Stephanie that this pizza has mushrooms on it?,0.48,pizza,,0,Pizza is sold at the pizzeria,,10067,17,MC,Control,,
39,condition1,0.73,How certain is Carol that Danny ate the last cupcake?,0.61,danny,,0.697062937062937,Danny loves cake,,9434,18,think_pos,Critical,,
39,condition1,0.84,How certain is Joyce that Jayden rented a car?,0.69,jayden,,0.687794117647059,Jayden's car is in the shop,,8420,19,simple_polar,Critical,,
39,condition1,0.5,How certain is Amanda that these muffins don't have blueberries in them?,0.49,muffins,,0,Muffins are sold at the bakery,,5590,20,MC,Control,,
39,condition1,0.32,How certain is Virginia that Josie went on vacation to France?,0.29,josie,,0.26656050955414,Josie loves France,,11072,21,confirm_neg,Critical,,
49,condition1,,,,,Barbara,,,Barbara,0,1,,,bot_check,
49,condition1,0.56,How certain is Jason that Josie went on vacation to France?,0.47,josie,,0.73343949044586,Josie loves France,,37534,4,simple_polar,Critical,,
49,condition1,0.92,How certain is Larry that Zoe didn't calculate the tip?,1,zoe,,0.25402877697841697,Zoe is a math major,,63519,5,know_neg,Critical,,
49,condition1,0.6,How certain is Dennis that this pizza has mushrooms on it?,0.49,pizza,,0,Pizza is sold at the pizzeria,,48200,6,MC,Control,,
49,condition1,0.13,How certain is Diane that Tony had a drink last night?,0.83,tony,,0.252720588235294,Tony really likes to party with his friends,,50792,7,inform_neg,Critical,,
49,condition1,0.49,How certain is Lisa that Grace didn't visit her sister?,0.14,grace,,0.790144927536232,Grace loves her sister,,47937,8,say_pos,Critical,,
49,condition1,0.99,How certain is Emily that Frank got a cat?,1,frank,,0.67972027972028,Frank has always wanted a pet,,17072,9,know_pos,Critical,,
49,condition1,0.48,How certain is Ruth that Jack wasn't playing outside with the kids?,0.12,kids,,0,Many children like ice cream,,30008,10,MC,Control,,
49,condition1,0.77,How certain is Carol that Mary is pregnant?,0.65,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,24455,11,simple_polar,Critical,,
49,condition1,0.49,How certain is Nicole that Ann doesn't dance ballet?,0.1,ballet,,0,Ballet is a type of dance,,32648,12,MC,Control,,
49,condition1,0.6,How certain is Jonathan that Danny ate the last cupcake?,0.62,danny,,0.697062937062937,Danny loves cake,,20760,13,confirm_pos,Critical,,
49,condition1,0.51,How certain is Amanda that Carl's kids were in the garage?,0.05,garage,,0,Garages are used to store cars and other things,,21128,14,MC,Control,,
49,condition1,0.52,How certain is Justin that these muffins have blueberries in them?,0.04,muffins,,0,Muffins are sold at the bakery,,20024,15,MC,Control,,
49,condition1,1,How certain is Joyce that Owen shoveled snow last winter?,0.98,owen,,0.74648275862069,Owen lives in Chicago,,18608,16,inform_pos,Critical,,
49,condition1,0.5,How certain is Tyler that Charley speaks Spanish?,0.08,charley,,0.19536764705882304,Charley lives in Mexico,,31888,17,confirm_neg,Critical,,
49,condition1,0.77,How certain is Angela that Jackson ran 10 miles?,0.64,jackson,,0.774965034965035,Jackson is training for a marathon,,61088,18,think_pos,Critical,,
49,condition1,0.52,How certain is Julie that Samantha has a new hat?,0,hat,,0,Hats are worn on the head,,24976,19,MC,Control,,
49,condition1,0.24,How certain is Jennifer that Jon walks to work?,0.64,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,26952,20,say_neg,Critical,,
49,condition1,0.16,How certain is Ashley that Jayden rented a car?,0.78,jayden,,0.312205882352941,Jayden's car is in the shop,,29575,21,think_neg,Critical,,
65,condition1,,,,,Jessica,,,Jessica,0,1,,,bot_check,
65,condition1,0.54,How certain is Donald that these muffins have blueberries in them?,0.12,muffins,,0,Muffins are sold at the bakery,,20998,4,MC,Control,,
65,condition1,0.48,How certain is Matthew that Ann doesn't dance ballet?,0.37,ballet,,0,Ballet is a type of dance,,11223,5,MC,Control,,
65,condition1,0.77,How certain is Paul that Samantha has a new hat?,0.41,hat,,0,Hats are worn on the head,,8977,6,MC,Control,,
65,condition1,0.98,How certain is Rachel that Zoe didn't calculate the tip?,0.96,zoe,,0.25402877697841697,Zoe is a math major,,14933,7,inform_neg,Critical,,
65,condition1,0.66,How certain is Kenneth that Frank got a cat?,0.33,frank,,0.67972027972028,Frank has always wanted a pet,,15050,8,think_pos,Critical,,
65,condition1,0.72,How certain is Jerry that Grace didn't visit her sister?,0.41,grace,,0.209855072463768,Grace loves her sister,,14399,9,say_neg,Critical,,
65,condition1,0.8,How certain is Sandra that Charley speaks Spanish?,0.74,charley,,0.804632352941177,Charley lives in Mexico,,10276,10,say_pos,Critical,,
65,condition1,0.44,How certain is Ruth that Danny ate the last cupcake?,0.75,danny,,0.302937062937063,Danny loves cake,,16331,11,think_neg,Critical,,
65,condition1,0.9,How certain is Christina that Mary is pregnant?,0.73,mary,,0.815167785234899,Mary is taking a prenatal yoga class,,9359,12,simple_polar,Critical,,
65,condition1,0.94,How certain is Justin that Jayden rented a car?,0.63,jayden,,0.687794117647059,Jayden's car is in the shop,,11206,13,inform_pos,Critical,,
65,condition1,0.34,How certain is Nancy that Tony didn't have a drink last night?,0.28,tony,,0.747279411764706,Tony really likes to party with his friends,,8004,14,simple_polar,Critical,,
65,condition1,0.8,How certain is Ryan that Jon walks to work?,0.74,jon,,0.7559375,Jon lives 2 blocks away from work,,9121,15,know_pos,Critical,,
65,condition1,0.14,How certain is Virginia that this pizza doesn't have mushrooms on it?,0.03,pizza,,0,Pizza is sold at the pizzeria,,9523,16,MC,Control,,
65,condition1,0.66,How certain is Kimberly that Jackson didn't run 10 miles?,0.72,jackson,,0.225034965034965,Jackson is training for a marathon,,13397,17,know_neg,Critical,,
65,condition1,0.89,How certain is Brian that Josie went on vacation to France?,0.97,josie,,0.73343949044586,Josie loves France,,9510,18,confirm_pos,Critical,,
65,condition1,0.13,How certain is Karen that Jack wasn't playing outside with the kids?,0.09,kids,,0,Many children like ice cream,,11727,19,MC,Control,,
65,condition1,0.87,How certain is Brandon that Owen didn't shovel snow last winter?,0.22,owen,,0.25351724137931,Owen lives in Chicago,,9194,20,confirm_neg,Critical,,
65,condition1,0.57,How certain is Jeffrey that Carl's kids were in the garage?,0.05,garage,,0,Garages are used to store cars and other things,,10877,21,MC,Control,,
28,condition1,,,,,Linda,,,Linda,0,1,,,bot_check,
28,condition1,0.79,How certain is Julie that Jayden rented a car?,0.37,jayden,,0.687794117647059,Jayden's car is in the shop,,22881,4,inform_pos,Critical,,
28,condition1,0.29,How certain is Cynthia that Owen didn't shovel snow last winter?,0.06,owen,,0.74648275862069,Owen lives in Chicago,,28089,5,simple_polar,Critical,,
28,condition1,0.41,How certain is Michelle that Danny didn't eat the last cupcake?,0.12,danny,,0.697062937062937,Danny loves cake,,11718,6,confirm_pos,Critical,,
28,condition1,0.16,How certain is Dennis that Grace visited her sister?,0.03,grace,,0.209855072463768,Grace loves her sister,,21815,7,confirm_neg,Critical,,
28,condition1,0.23,How certain is Alexander that Frank didn't get a cat?,0.29,frank,,0.67972027972028,Frank has always wanted a pet,,10082,8,simple_polar,Critical,,
28,condition1,0.52,How certain is Amanda that Zoe didn't calculate the tip?,0.21,zoe,,0.25402877697841697,Zoe is a math major,,14859,9,say_neg,Critical,,
28,condition1,0.55,How certain is Sharon that these muffins have blueberries in them?,0.3,muffins,,0,Muffins are sold at the bakery,,15516,10,MC,Control,,
28,condition1,0.61,How certain is Heather that Mary isn't pregnant?,0.28,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,26768,11,inform_neg,Critical,,
28,condition1,0.64,How certain is Emily that Josie went on vacation to France?,0.53,josie,,0.73343949044586,Josie loves France,,12000,12,say_pos,Critical,,
28,condition1,0.16,How certain is Betty that Jack wasn't playing outside with the kids?,0.15,kids,,0,Many children like ice cream,,16425,13,MC,Control,,
28,condition1,0.51,How certain is Raymond that Jon walks to work?,0.35,jon,,0.7559375,Jon lives 2 blocks away from work,,14041,14,think_pos,Critical,,
28,condition1,0.39,How certain is Dorothy that this pizza doesn't have mushrooms on it?,0.45,pizza,,0,Pizza is sold at the pizzeria,,9263,15,MC,Control,,
28,condition1,0.03,How certain is Ronald that Carl's kids weren't in the garage?,0.08,garage,,0,Garages are used to store cars and other things,,15575,16,MC,Control,,
28,condition1,0.72,How certain is Tyler that Charley speaks Spanish?,0.29,charley,,0.804632352941177,Charley lives in Mexico,,10062,17,know_pos,Critical,,
28,condition1,0.58,How certain is Nicholas that Ann dances ballet?,0.47,ballet,,0,Ballet is a type of dance,,11029,18,MC,Control,,
28,condition1,0.23,How certain is Donna that Jackson ran 10 miles?,0.23,jackson,,0.225034965034965,Jackson is training for a marathon,,10546,19,know_neg,Critical,,
28,condition1,0.26,How certain is Joyce that Tony had a drink last night?,0.21,tony,,0.252720588235294,Tony really likes to party with his friends,,12879,20,think_neg,Critical,,
28,condition1,0.77,How certain is Rachel that Samantha has a new hat?,0.2,hat,,0,Hats are worn on the head,,9348,21,MC,Control,,
48,condition1,,,,,Patricia,,,Patricia,0,1,,,bot_check,
48,condition1,0.52,How certain is Donna that Jackson ran 10 miles?,0.39,jackson,,0.774965034965035,Jackson is training for a marathon,,72192,4,confirm_pos,Critical,,
48,condition1,0.73,How certain is Laura that this pizza has mushrooms on it?,0.42,pizza,,0,Pizza is sold at the pizzeria,,27718,5,MC,Control,,
48,condition1,0.2,How certain is Dennis that Mary is pregnant?,0.5,mary,,0.18483221476510103,Mary is taking a prenatal yoga class,,140437,6,think_neg,Critical,,
48,condition1,0.66,How certain is Scott that Jayden rented a car?,0.58,jayden,,0.687794117647059,Jayden's car is in the shop,,31274,7,think_pos,Critical,,
48,condition1,0.64,How certain is Ashley that Grace visited her sister?,0.35,grace,,0.790144927536232,Grace loves her sister,,19756,8,simple_polar,Critical,,
48,condition1,0.93,How certain is Cynthia that Jon doesn't walk to work?,0.75,jon,,0.24406249999999996,Jon lives 2 blocks away from work,,76428,9,know_neg,Critical,,
48,condition1,0.58,How certain is Patrick that Carl's kids were in the garage?,0.34,garage,,0,Garages are used to store cars and other things,,29561,10,MC,Control,,
48,condition1,0.67,How certain is Joyce that Samantha has a new hat?,0.27,hat,,0,Hats are worn on the head,,28421,11,MC,Control,,
48,condition1,0.77,How certain is Jerry that Owen shoveled snow last winter?,0.5,owen,,0.74648275862069,Owen lives in Chicago,,12565,12,simple_polar,Critical,,
48,condition1,0.55,How certain is Amy that Zoe didn't calculate the tip?,0.31,zoe,,0.25402877697841697,Zoe is a math major,,109455,13,say_neg,Critical,,
48,condition1,0.53,How certain is Karen that Jack was playing outside with the kids?,0.46,kids,,0,Many children like ice cream,,13620,14,MC,Control,,
48,condition1,0.91,How certain is Amanda that Danny ate the last cupcake?,0.8,danny,,0.697062937062937,Danny loves cake,,14030,15,know_pos,Critical,,
48,condition1,0.26,How certain is Ryan that Frank got a cat?,0.67,frank,,0.32027972027971996,Frank has always wanted a pet,,13631,16,inform_neg,Critical,,
48,condition1,0.78,How certain is Angela that Charley speaks Spanish?,0.7,charley,,0.804632352941177,Charley lives in Mexico,,26355,17,inform_pos,Critical,,
48,condition1,0.63,How certain is Heather that Tony didn't have a drink last night?,0.31,tony,,0.252720588235294,Tony really likes to party with his friends,,18081,18,confirm_neg,Critical,,
48,condition1,0.33,How certain is Brandon that Ann doesn't dance ballet?,0.22,ballet,,0,Ballet is a type of dance,,14077,19,MC,Control,,
48,condition1,0.31,How certain is Ruth that these muffins don't have blueberries in them?,0.31,muffins,,0,Muffins are sold at the bakery,,18932,20,MC,Control,,
48,condition1,0.65,How certain is Jonathan that Josie went on vacation to France?,0.58,josie,,0.73343949044586,Josie loves France,,36978,21,say_pos,Critical,,
